Time	RF	BF	VM	EMG S	F-E
11.749	0.0037	0.0007	-0.0143	0	-56.3
11.75	0.0532	0.0007	-0.0158	0.0007	-56.2
11.751	0.0472	-0.0023	-0.0128	-0.0008	-56.2
11.752	0.018	-0.0008	-0.012	-0.0008	-56.1
11.753	0.0157	0.0007	-0.0143	0.0037	-56.2
11.754	-0.0015	0.0007	-0.0135	0.0037	-56.1
11.755	-0.0023	0.003	-0.0128	0.003	-56.3
11.756	-0.0068	0.0015	-0.0143	0.0037	-56.1
11.757	-0.0165	0.0007	-0.0113	0.0022	-56.1
11.758	-0.0203	-0.0015	-0.0113	-0.0015	-56
11.759	-0.0308	-0.0023	-0.0113	-0.0046	-56.1
11.76	-0.0315	-0.0008	-0.0091	-0.0015	-56.1
11.761	-0.0368	0	-0.0083	0.0022	-56
11.762	-0.0361	0.0022	-0.0068	0.003	-55.8
11.763	-0.0368	0.0022	-0.0068	0.0037	-56
11.764	-0.0353	0	-0.0068	0.003	-55.7
11.765	-0.0353	-0.0015	-0.0046	-0.0008	-55.8
11.766	-0.0346	-0.0038	-0.003	-0.0015	-55.7
11.767	-0.0218	-0.0023	-0.0015	-0.0008	-55.8
11.768	0.0007	-0.0008	-0.0008	0.0045	-55.7
11.769	0.0142	0	0	0.0037	-55.7
11.77	0.0037	0.0007	0.0007	0.0015	-55.5
11.771	0.0007	0.0007	0.0015	0.0007	-55.5
11.772	-0.0053	-0.0008	0.0037	-0.0038	-55.5
11.773	-0.0098	0	0.003	-0.0068	-55.4
11.774	-0.0083	0.0022	0.0015	-0.0068	-55.3
11.775	-0.0098	0.0045	0.003	-0.0008	-55.2
11.776	-0.0128	0.0037	0.0052	0.0007	-55
11.777	-0.0181	0.003	0.006	0	-55.1
11.778	-0.0158	0.0015	0.0075	-0.0015	-54.9
11.779	-0.0195	0.0052	0.009	-0.0038	-54.9
11.78	-0.0218	0.0067	0.0105	0.0015	-54.7
11.781	-0.0203	0.0045	0.0112	0.0045	-54.6
11.782	-0.0233	0.0052	0.0105	0.0045	-54.6
11.783	-0.0248	0.0015	0.012	0.0037	-54.5
11.784	-0.0263	-0.0008	0.0097	0.003	-54.5
11.785	-0.0293	-0.0015	0.009	0.0052	-54.1
11.786	-0.0293	-0.0023	0.0105	0.0067	-54.3
11.787	-0.0278	-0.0008	0.009	0.0067	-54
11.788	-0.0293	-0.0015	0.0082	0.0075	-54
11.789	-0.0248	-0.0023	0.009	0.009	-53.7
11.79	-0.0218	-0.0046	0.0097	0.009	-53.6
11.791	-0.0203	-0.0053	0.0082	0.0052	-53.6
11.792	-0.0165	-0.0046	0.0067	-0.0023	-53.6
11.793	-0.0143	-0.0038	0.006	-0.0105	-53.2
11.794	-0.0105	-0.0046	0.006	-0.006	-53.2
11.795	-0.006	-0.006	0.0052	0.0075	-53
11.796	-0.0023	0.0007	0.0052	0.0142	-53.2
11.797	-0.0008	0.024	0.006	0.0157	-52.8
11.798	0.0022	0.0465	0.0075	0.0187	-52.9
11.799	0.0045	0.0457	0.0067	0.0142	-52.7
11.8	0.0052	0.0315	0.0067	0.012	-52.6
11.801	0.0037	0.0247	0.0037	0.0105	-52.3
11.802	0.0037	0.0255	-0.0008	-0.0023	-52.2
11.803	0.0015	0.0202	-0.0053	-0.015	-52.2
11.804	0	-0.0158	-0.0091	-0.0263	-52
11.805	0.0007	-0.0443	-0.0098	-0.0458	-52
11.806	0.0015	-0.0818	-0.0083	-0.0638	-51.8
11.807	0.0045	-0.1328	-0.0068	-0.0398	-51.8
11.808	0.0067	-0.0818	-0.0075	-0.0068	-51.7
11.809	0.009	-0.024	-0.0083	-0.0068	-51.3
11.81	0.0082	-0.015	-0.0068	-0.0015	-51.3
11.811	0.0112	0.0015	-0.0053	0.0015	-51.2
11.812	0.012	0.0015	-0.0068	0.0067	-50.9
11.813	0.0127	0.0082	-0.006	0.0097	-51
11.814	0.0127	0.0067	-0.0075	0.0082	-50.6
11.815	0.0112	0.0082	-0.0098	0.0112	-50.7
11.816	0.0112	0.009	-0.012	0.009	-50.3
11.817	0.0112	0.0082	-0.0091	0.0105	-50.5
11.818	0.0112	0.0097	-0.0068	0.009	-50
11.819	0.012	0.0082	-0.0053	0.0067	-50
11.82	0.012	0.009	-0.0015	0.006	-49.7
11.821	0.0127	0.0052	-0.0023	0.0052	-49.7
11.822	0.0142	0.0045	-0.003	0.006	-49.5
11.823	0.0157	0.0045	-0.0038	0.0052	-49.5
11.824	0.0142	0.0067	-0.003	0.006	-49.1
11.825	0.0172	0.0067	-0.0015	0.006	-49.1
11.826	0.0172	0.0052	-0.003	0.0082	-48.9
11.827	0.015	0.0075	-0.0008	0.0067	-48.9
11.828	0.0135	0.0075	-0.0015	0.0052	-48.6
11.829	0.0112	0.0052	0.0007	0.0052	-48.6
11.83	0.0097	0.0045	0.0022	0.003	-48.2
11.831	0.0105	0.0045	0	0.0045	-48.2
11.832	0.0105	0.003	0	0.0007	-48
11.833	0.0127	0.0045	0.0015	0.0015	-47.7
11.834	0.0135	0.0015	0.0022	0.0045	-47.6
11.835	0.0142	0.0015	0.0007	0.003	-47.4
11.836	0.012	0.0015	-0.003	0.003	-47.4
11.837	0.0082	-0.0008	-0.0068	0.0007	-47.3
11.838	0.0052	-0.0008	-0.006	0	-47
11.839	0.0045	-0.0008	-0.006	-0.0023	-46.9
11.84	0.0067	0	-0.0046	-0.003	-46.4
11.841	0.0075	-0.0008	-0.0023	0.0007	-46.6
11.842	0.006	-0.0015	-0.003	-0.003	-46.2
11.843	-0.0015	-0.003	-0.0015	-0.0046	-46.2
11.844	-0.0083	-0.003	-0.0008	0.0007	-45.8
11.845	-0.0098	-0.003	0	-0.0046	-45.7
11.846	-0.012	-0.0015	0.003	-0.0038	-45.5
11.847	-0.012	-0.0015	0.0037	0	-45.2
11.848	-0.0068	-0.0038	0.003	-0.0008	-45.2
11.849	-0.0015	-0.0053	0.0022	-0.0023	-44.7
11.85	0.003	-0.0053	0.0015	-0.0075	-44.8
11.851	0.009	-0.0015	0.0007	-0.0075	-44.3
11.852	0.012	0.003	0.0007	-0.0038	-44.3
11.853	0.0165	0.0075	0.0015	0.003	-43.9
11.854	0.018	0.0082	0.0007	0.0067	-43.7
11.855	0.0202	0.006	0	0.0067	-43.4
11.856	0.021	0.0045	0.0007	0.0045	-43.3
11.857	0.0195	-0.003	0.0015	-0.0015	-43.1
11.858	0.0165	-0.0143	-0.0008	-0.0038	-42.9
11.859	0.009	-0.024	-0.0015	-0.0091	-42.5
11.86	0.0045	-0.015	-0.0008	-0.0105	-42.6
11.861	0.0007	-0.0046	0.0007	-0.003	-42.1
11.862	-0.0015	-0.0008	0.0015	0.0045	-42
11.863	-0.0046	0.0067	0.0022	0.0067	-41.6
11.864	0.0007	0.0127	0.0045	0.0082	-41.7
11.865	0.009	0.0217	0.0045	0.015	-41.2
11.866	0.0157	0.03	0.0007	0.0217	-41
11.867	0.0202	0.0367	-0.0015	0.033	-40.9
11.868	0.018	0.03	-0.0015	0.0345	-40.6
11.869	0.0127	0.0052	-0.0008	0.0195	-40.4
11.87	0.009	-0.0135	-0.0015	-0.003	-40.3
11.871	0.0097	0.0015	-0.0046	-0.024	-40.1
11.872	0.0112	0.0157	-0.0083	-0.042	-40
11.873	0.012	-0.003	-0.012	-0.0458	-39.6
11.874	0.0082	-0.0473	-0.015	-0.0361	-39.6
11.875	0.003	-0.0788	-0.0181	-0.0218	-39.1
11.876	0.003	-0.0555	-0.015	-0.0015	-39.2
11.877	0.0022	-0.0293	-0.0128	0.0082	-38.8
11.878	0.0015	-0.0046	-0.0083	0.0067	-38.6
11.879	0.0045	0.0045	-0.0023	0.0045	-38.3
11.88	0.006	0.0105	0.0007	0.0067	-38
11.881	0.0067	0.0202	0.0075	0.018	-37.9
11.882	0.0082	0.0067	0.0127	0.0142	-37.5
11.883	0.0045	0.0022	0.0165	0.003	-37.4
11.884	0.0007	0.003	0.0195	0.0015	-37
11.885	-0.003	0.003	0.018	-0.003	-36.9
11.886	-0.0083	-0.0105	0.018	-0.0083	-36.6
11.887	-0.0128	-0.0263	0.0165	-0.0015	-36.3
11.888	-0.0165	-0.027	0.015	0.0067	-36.1
11.889	-0.0195	-0.0091	0.0127	0.0105	-35.9
11.89	-0.0225	-0.0023	0.0052	0.0082	-35.7
11.891	-0.0233	-0.0015	0.0022	0.0007	-35.4
11.892	-0.024	0.003	0.0015	-0.0091	-35.1
11.893	-0.024	0.0105	-0.0023	-0.0046	-35
11.894	-0.0218	0.0315	-0.0053	0.0112	-34.6
11.895	-0.0218	0.027	-0.0083	0.0067	-34.6
11.896	-0.0203	0.0135	-0.0075	-0.0038	-34
11.897	-0.0195	0.006	-0.0075	-0.0053	-34
11.898	-0.0173	0.0045	-0.0083	-0.003	-33.7
11.899	-0.0128	0.0082	-0.0075	0.0022	-33.6
11.9	-0.0113	0.0075	-0.0091	0.0015	-33.1
11.901	-0.0105	0.012	-0.0083	0.003	-32.9
11.902	-0.0083	0.0135	-0.0113	0.0045	-32.7
11.903	-0.0068	0.012	-0.012	0.0052	-32.4
11.904	-0.0068	0.0067	-0.0098	0.009	-32.1
11.905	-0.0053	0.0052	-0.0105	0.0097	-32
11.906	-0.003	0.003	-0.0098	0.0075	-31.6
11.907	-0.0023	0.0007	-0.0068	0.0045	-31.4
11.908	-0.0015	0.0015	-0.0068	0.0015	-31.1
11.909	-0.0023	-0.0008	-0.0038	-0.0023	-30.7
11.91	-0.003	-0.0023	-0.0023	0.0007	-30.6
11.911	-0.0023	-0.003	-0.0015	0.0022	-30.2
11.912	-0.003	-0.0046	-0.0008	0.0007	-30.1
11.913	-0.003	0	0.0007	0.0007	-29.7
11.914	-0.003	0.0015	0.0022	0.0075	-29.4
11.915	-0.0046	0.0015	0.0007	0.0157	-28.9
11.916	-0.0075	0.0007	0.0007	0.012	-28.9
11.917	-0.0083	-0.003	-0.0008	0.0037	-28.6
11.918	-0.0068	-0.0038	-0.0008	0.0007	-28.4
11.919	-0.006	-0.0015	0.0007	0.0037	-28
11.92	-0.0053	-0.0008	0	0.0067	-27.9
11.921	-0.006	-0.0015	0	0.003	-27.6
11.922	-0.0053	-0.0038	-0.0008	-0.0053	-27.1
11.923	-0.003	-0.0098	-0.0015	-0.0353	-26.9
11.924	0.0007	-0.0128	-0.0015	-0.0525	-26.7
11.925	0.0015	-0.0105	-0.003	-0.0278	-26.3
11.926	0	0	-0.0053	-0.0008	-26.2
11.927	0.0007	0.0052	-0.0046	0.015	-25.6
11.928	0.0007	0.0045	-0.0015	0.0217	-25.7
11.929	0.0045	0.0037	0.0007	0.012	-25.1
11.93	0.003	-0.0015	0.0052	0.0037	-25
11.931	0.0022	-0.0053	0.009	-0.0023	-24.7
11.932	0.003	-0.0068	0.0127	-0.0046	-24.4
11.933	0	-0.0038	0.0172	-0.0015	-24
11.934	0.0007	-0.0015	0.0195	0.006	-23.7
11.935	0.003	0.0045	0.0217	0.021	-23.4
11.936	0.0052	0.009	0.0225	0.0247	-23.1
11.937	0.0052	0.0135	0.0232	0.0232	-22.8
11.938	0.0052	0.0157	0.0225	0.0127	-22.5
11.939	0.0052	0.012	0.018	-0.0068	-22.1
11.94	0.0082	0.0105	0.0195	-0.0105	-22.1
11.941	0.0127	0.0105	0.0195	0.0007	-21.5
11.942	0.0127	0.0135	0.0082	0.0082	-21.2
11.943	0.0157	0.0172	0.0015	0.0112	-20.9
11.944	0.0172	0.0052	0.0007	0.003	-20.5
11.945	0.0195	-0.0346	-0.0038	-0.0158	-20.3
11.946	0.0202	-0.0623	-0.0046	-0.0233	-19.8
11.947	0.0232	-0.0375	-0.0053	-0.015	-19.8
11.948	0.024	-0.003	-0.0083	0.0045	-19.2
11.949	0.024	0.0045	-0.0091	0.0015	-19.1
11.95	0.0382	0.0052	-0.0098	0.0075	-18.7
11.951	0.0442	0.0097	-0.0091	0.0382	-18.3
11.952	0.0367	0.0067	-0.0105	0.0442	-18
11.953	0.0315	0.018	-0.012	0.039	-17.6
11.954	0.0165	0.0277	-0.0143	0.0105	-17.4
11.955	0	0.009	-0.0173	-0.0323	-17.1
11.956	-0.0105	0.006	-0.0181	-0.0458	-16.6
11.957	-0.0143	0.0082	-0.0188	-0.0458	-16.3
11.958	-0.0165	0.0022	-0.0218	-0.0405	-15.9
11.959	-0.024	-0.0233	-0.0218	-0.0353	-15.8
11.96	-0.027	-0.0293	-0.021	-0.024	-15.2
11.961	-0.0293	-0.0308	-0.0203	-0.0181	-15
11.962	-0.027	-0.0743	-0.0143	-0.0203	-14.5
11.963	-0.0233	-0.0743	-0.0075	-0.0091	-14.3
11.964	-0.0195	-0.0383	-0.0053	0.0022	-13.8
11.965	-0.0165	-0.012	-0.006	0.0105	-13.6
11.966	-0.0218	0.0142	-0.0098	0.0345	-13.2
11.967	-0.0256	0.0127	-0.0075	0.0652	-12.9
11.968	-0.024	0.009	-0.0068	0.0682	-12.5
11.969	-0.0218	0.0157	-0.006	0.0412	-12.2
11.97	-0.0195	0.0112	-0.0046	0.0112	-11.7
11.971	-0.0158	-0.006	-0.0046	-0.0368	-11.6
11.972	-0.0105	-0.0278	-0.0053	-0.1035	-11.3
11.973	-0.006	-0.0293	-0.003	-0.1193	-11
11.974	-0.006	-0.0053	-0.0015	-0.0405	-10.6
11.975	-0.0046	0.0262	-0.003	0.0292	-10.4
11.976	-0.0008	0.033	-0.0038	0.0337	-10
11.977	0.0015	0.0232	-0.0008	0.033	-9.7
11.978	0.0052	0.0142	0.0022	0.0165	-9.6
11.979	0.0052	0.018	0.0037	0.0097	-9.1
11.98	0.0052	0.0315	0.0037	0.018	-9.1
11.981	0.0052	0.0255	0.0007	0.012	-8.8
11.982	0.0007	0.0195	0.0007	0.0082	-8.5
11.983	-0.0046	0.0127	0.0007	0.0045	-8.3
11.984	-0.0128	-0.0015	0.0045	0.0037	-8.1
11.985	-0.0181	-0.003	0.0112	0.0037	-7.9
11.986	-0.0188	0.0052	0.0112	0.003	-7.6
11.987	-0.024	0	0.0075	0.009	-7.4
11.988	-0.027	-0.0143	0.0082	0.0195	-7.2
11.989	-0.0323	-0.03	0.0105	0.0097	-7
11.99	-0.033	-0.0495	0.012	-0.003	-6.9
11.991	-0.0308	-0.039	0.0157	-0.003	-6.5
11.992	-0.0278	-0.0091	0.0195	-0.012	-6.5
11.993	-0.0203	0.0105	0.0127	-0.0008	-6
11.994	-0.0195	0.015	0.0067	0.009	-6.2
11.995	-0.0203	0.0157	0.0052	0.012	-5.7
11.996	-0.0195	0.0232	0.0007	0.0202	-5.7
11.997	-0.0218	0.0202	-0.0046	0.0112	-5.6
11.998	-0.0248	0.0127	-0.0068	0.0007	-5.3
11.999	-0.0278	0.0142	-0.0053	0.0097	-5.2
12	-0.0293	0.0202	-0.0015	0.0217	-5
12.001	-0.0315	0.0315	0.0007	0.012	-4.9
12.002	-0.0346	0.0502	0.0015	0.0075	-4.9
12.003	-0.0315	0.057	0.0082	0.0195	-4.7
12.004	-0.027	0.0517	0.0067	0.012	-4.6
12.005	-0.0203	0.0525	0.0082	-0.0091	-4.4
12.006	-0.0135	0.0495	0.0195	-0.003	-4.5
12.007	-0.0075	0.042	0.0232	0.009	-4.5
12.008	-0.003	0.012	0.03	-0.0068	-4.4
12.009	-0.0015	-0.0158	0.0352	-0.0181	-4.4
12.01	0.0045	-0.0563	0.0345	-0.024	-4.1
12.011	0.0105	-0.114	0.0322	-0.039	-4.4
12.012	0.0202	-0.1155	0.0307	-0.0353	-4.1
12.013	0.0315	-0.099	0.0307	-0.0233	-4.1
12.014	0.0397	-0.078	0.03	-0.0105	-4.2
12.015	0.0457	-0.0361	0.033	-0.0008	-4.2
12.016	0.0585	-0.0083	0.036	-0.0008	-4.2
12.017	0.0772	0.018	0.0352	0.0007	-3.9
12.018	0.0742	0.009	0.0337	0.0007	-4.2
12.019	0.0555	-0.0195	0.0315	0.0037	-4.3
12.02	0.0382	-0.0338	0.0277	0.003	-4.1
12.021	0.0187	-0.0181	0.0255	-0.0091	-4.3
12.022	0.003	-0.0046	0.0262	-0.0278	-4.1
12.023	-0.0008	0.0037	0.0247	-0.0173	-4.5
12.024	0.0157	0.018	0.0232	0.0135	-4.3
12.025	0.0517	0.0187	0.0262	0.0157	-4.4
12.026	0.0862	0.0202	0.03	0.0157	-4.3
12.027	0.1102	0.0165	0.0292	0.018	-4.4
12.028	0.1117	0.0165	0.0247	0.0127	-4.5
12.029	0.12	0.0127	0.012	0.0127	-4.5
12.03	0.156	0.0075	-0.0083	0.009	-4.5
12.031	0.1987	0.0067	-0.024	0.0052	-4.4
12.032	0.2107	0.0105	-0.0368	0.0007	-4.5
12.033	0.1575	0.018	-0.0458	0.006	-4.5
12.034	0.105	0.0202	-0.0465	0.0112	-4.3
12.035	0.0772	0.021	-0.0503	0.0097	-4.5
12.036	0.0345	0.0142	-0.0518	0.0082	-4.5
12.037	-0.0046	0.009	-0.0503	0.003	-4.5
12.038	-0.0285	0.0037	-0.0495	0.0037	-4.5
12.039	-0.0375	0.0022	-0.0443	0.0045	-4.5
12.04	-0.033	0.0015	-0.0413	0.0015	-4.5
12.041	-0.033	-0.0075	-0.0368	-0.0046	-4.5
12.042	-0.0495	-0.0128	-0.0346	-0.0083	-4.7
12.043	-0.0638	-0.0143	-0.042	-0.0053	-4.5
12.044	-0.0668	-0.0091	-0.0443	0.0007	-4.9
12.045	-0.063	-0.0038	-0.0375	0.0037	-4.7
12.046	-0.06	0.0015	-0.0263	0.0022	-4.7
12.047	-0.0691	0.0015	-0.0135	0.0022	-4.8
12.048	-0.0803	-0.0008	-0.0053	0	-4.9
12.049	-0.0893	-0.0008	0.0007	0.0015	-4.9
12.05	-0.099	-0.0053	-0.0008	0.0022	-4.9
12.051	-0.1155	-0.0105	-0.0068	-0.0008	-5
12.052	-0.1253	-0.0091	-0.0083	0.0045	-5
12.053	-0.1245	0.0067	-0.0105	0.0082	-4.8
12.054	-0.105	0.0157	-0.0165	0.0127	-5
12.055	-0.0825	0.036	-0.0158	0.0172	-4.9
12.056	-0.0668	0.0562	-0.0083	0.0165	-5.1
12.057	-0.0578	0.0525	-0.0038	0.0157	-4.8
12.058	-0.0683	0.0585	0	0.018	-5
12.059	-0.0803	0.0592	0.0022	0.0127	-5.1
12.06	-0.0818	0.0495	-0.0015	0.0052	-5.2
12.061	-0.0698	0.0277	-0.0046	-0.0015	-5
12.062	-0.0518	-0.0203	-0.0053	-0.0105	-5.1
12.063	-0.0368	-0.0706	-0.0091	-0.024	-5.4
12.064	-0.0181	-0.1238	-0.0195	-0.042	-5.3
12.065	-0.0128	-0.1508	-0.0263	-0.0465	-5.4
12.066	-0.0233	-0.1335	-0.0165	-0.0405	-5.5
12.067	-0.021	-0.0938	-0.0023	-0.0263	-5.4
12.068	-0.0128	-0.0135	0.0022	0	-5.6
12.069	-0.0068	0.0307	0.0015	0.0075	-5.4
12.07	-0.0015	0.0307	0.0082	0.0105	-5.6
12.071	-0.0015	0.054	0.0255	0.0195	-5.6
12.072	0.0015	0.048	0.0397	0.0105	-5.7
12.073	0.0022	0.0232	0.048	0.0007	-5.9
12.074	0.0037	0.003	0.0345	-0.0038	-5.8
12.075	0.0067	0.0142	-0.0308	0.0007	-6
12.076	-0.0233	0.0195	-0.1313	-0.0038	-5.8
12.077	-0.1711	-0.0105	-0.24	-0.012	-5.9
12.078	-0.3765	-0.0263	-0.3428	-0.0105	-6
12.079	-0.4365	-0.033	-0.4178	-0.0158	-6.2
12.08	-0.5348	-0.0225	-0.4343	-0.0128	-6.4
12.081	-1.0155	0.0105	-0.39	0.0015	-6.6
12.082	-1.2713	0.0217	-0.2933	0.0135	-7
12.083	-0.9405	-0.003	-0.1305	0.0127	-6.8
12.084	-0.2595	-0.039	0.0502	0.0052	-6.9
12.085	0.4012	-0.063	0.2242	-0.0053	-7.2
12.086	0.9225	-0.0653	0.3562	-0.0218	-7.2
12.087	1.2187	-0.0315	0.42	-0.0165	-7.6
12.088	1.3605	0.0015	0.4425	0.0067	-7.3
12.089	1.2532	0.0045	0.4327	0.0127	-7.7
12.09	0.963	0.0142	0.4095	0.0075	-7.5
12.091	0.6997	0.012	0.375	0.0052	-7.8
12.092	0.5647	0.0315	0.318	0.009	-7.8
12.093	0.4177	0.0495	0.213	0.018	-8.1
12.094	0.282	0.048	0.09	0.0217	-8.2
12.095	0.1237	0.0517	0.042	0.0187	-8.3
12.096	0.0427	0.0555	0.126	0.0165	-8.6
12.097	0.0727	0.0682	0.2872	0.0052	-8.7
12.098	0.1057	0.0547	0.3862	-0.0015	-9
12.099	0.1335	0.0442	0.4477	0.009	-9.4
12.1	0.057	0.0375	0.4522	0.0082	-8.6
12.101	0.0165	0.0292	0.4095	0.0075	-9
12.102	-0.0015	0.0007	0.3652	-0.0008	-8.7
12.103	-0.012	-0.0361	0.276	-0.012	-9
12.104	-0.0278	-0.027	0.198	-0.0105	-9
12.105	-0.0713	-0.048	0.1192	-0.0158	-9
12.106	-0.1155	-0.0721	0.0375	-0.0203	-9
12.107	-0.159	-0.0803	-0.057	-0.021	-8.9
12.108	-0.159	-0.0765	-0.2093	-0.0143	-9
12.109	-0.1823	-0.0233	-0.3451	-0.0053	-8.6
12.11	-0.189	-0.0165	-0.4455	-0.0068	-8.9
12.111	-0.18	-0.0113	-0.5265	0.0007	-8.5
12.112	-0.1726	0.0075	-0.5723	0.0157	-8.6
12.113	-0.1613	0.0105	-0.594	0.0255	-8.7
12.114	-0.1665	0.0195	-0.5993	0.0292	-8.5
12.115	-0.1815	0.0105	-0.603	0.0202	-8.3
12.116	-0.1958	0.0067	-0.5955	0.0045	-8.3
12.117	-0.2085	-0.003	-0.5648	-0.0218	-8.2
12.118	-0.2303	-0.0023	-0.5258	-0.0405	-8.1
12.119	-0.2303	0.0067	-0.4748	-0.024	-7.7
12.12	-0.2175	0.0142	-0.4275	0.0045	-7.9
12.121	-0.1928	0.0225	-0.3743	0.0067	-7.5
12.122	-0.1703	0.0142	-0.3105	-0.0113	-7.4
12.123	-0.1665	0.0052	-0.2468	-0.0143	-7.3
12.124	-0.1575	-0.0023	-0.1905	-0.0068	-7.1
12.125	-0.1605	-0.0038	-0.1411	0.0007	-7
12.126	-0.1815	-0.0015	-0.0818	0.0157	-6.9
12.127	-0.1545	0.0082	-0.0278	0.021	-6.9
12.128	-0.1013	0.0075	0.0105	0.0195	-6.6
12.129	-0.0803	-0.012	0.0457	0.0187	-6.4
12.13	-0.0488	-0.0105	0.075	0.0157	-6.5
12.131	-0.0218	0.0195	0.0877	0.0112	-6.3
12.132	-0.0181	0.0247	0.0937	0.009	-6.2
12.133	-0.0173	0.0127	0.09	0.0142	-6.1
12.134	-0.0105	0.0045	0.0675	0.0105	-6.1
12.135	0.0142	0.0007	0.0405	0.0067	-6
12.136	0.0405	0.0105	0.0337	0.0097	-5.9
12.137	0.0667	0.0127	0.042	0.0105	-5.9
12.138	0.0877	0.0127	0.0442	0.0127	-5.6
12.139	0.0975	0.009	0.0555	0.0247	-5.7
12.14	0.1042	0.0195	0.0727	0.0427	-5.5
12.141	0.1042	0.027	0.0945	0.0427	-5.8
12.142	0.105	0.0277	0.1207	0.0352	-5.6
12.143	0.1057	0.0367	0.1387	0.024	-5.7
12.144	0.1027	0.0352	0.1455	-0.0135	-5.7
12.145	0.093	0.0397	0.15	-0.021	-5.7
12.146	0.075	0.0352	0.1515	0.0105	-5.8
12.147	0.0457	0.0315	0.1537	0.0195	-5.7
12.148	-0.0128	0.036	0.1552	0.0112	-5.9
12.149	-0.078	0.0255	0.1627	-0.0233	-5.9
12.15	-0.0675	-0.012	0.1672	-0.063	-5.9
12.151	-0.027	-0.1178	0.1627	-0.1043	-6.2
12.152	-0.0233	-0.2175	0.1605	-0.15	-5.9
12.153	-0.0233	-0.1935	0.1732	-0.1365	-6.4
12.154	-0.0293	-0.1268	0.1875	-0.081	-6.4
12.155	-0.0218	-0.0458	0.1957	-0.0278	-6.6
12.156	-0.015	0.0315	0.195	0.0067	-6.8
12.157	-0.0195	0.0592	0.1875	0.0345	-6.8
12.158	-0.0158	0.0787	0.177	0.0532	-7.2
12.159	-0.0105	0.0727	0.1657	0.0525	-7.5
12.16	-0.0008	0.0592	0.1575	0.0465	-7.6
12.161	0.0075	0.0487	0.1507	0.0292	-7.9
12.162	0.0165	0.039	0.141	0.006	-8.1
12.163	0.0292	-0.0113	0.1305	-0.0105	-8.6
12.164	0.0457	-0.0533	0.1222	0.0007	-8.6
12.165	0.0652	-0.0346	0.1155	0.0127	-9.1
12.166	0.0667	-0.0428	0.1065	0.0067	-9.4
12.167	0.0577	-0.06	0.1042	-0.003	-9.6
12.168	0.0427	-0.0683	0.1035	-0.0008	-9.9
12.169	0.0232	-0.048	0.0967	0.0232	-10
12.17	0.0052	-0.0128	0.084	0.012	-10.4
12.171	-0.0053	-0.0008	0.0652	0.0015	-10.4
12.172	-0.006	0.0195	0.0457	0.0112	-10.9
12.173	0.0082	0.0255	0.0285	-0.0128	-11
12.174	0.027	0.0082	0.0142	-0.0256	-11.3
12.175	0.0502	0.0112	-0.006	-0.0143	-11.6
12.176	0.0705	0.0187	-0.0285	-0.012	-11.8
12.177	0.0847	0.0195	-0.057	-0.0008	-12
12.178	0.1042	0.024	-0.0885	0.018	-12.2
12.179	0.1252	0.0217	-0.1155	0.0157	-12.5
12.18	0.1245	0.027	-0.126	0.024	-12.7
12.181	0.093	0.0315	-0.1013	0.0345	-12.6
12.182	0.0795	0.024	-0.0856	0.0307	-13
12.183	0.0952	0.0225	-0.0893	0.0255	-13.1
12.184	0.0952	0.021	-0.0788	0.0105	-13.4
12.185	0.0615	0.021	-0.0683	0.0082	-13.2
12.186	0.0202	0.018	-0.0668	0.012	-13.5
12.187	-0.003	0.012	-0.075	0.009	-13.5
12.188	-0.0158	0.0097	-0.084	0.0105	-13.6
12.189	-0.0203	0.0105	-0.0825	0.0105	-13.5
12.19	-0.0165	0.0142	-0.0721	0.009	-13.6
12.191	-0.024	0.0157	-0.0495	0.0097	-13.5
12.192	-0.0405	0.0135	-0.0248	0.0075	-13.5
12.193	-0.0563	-0.0015	-0.0165	0.0007	-13.4
12.194	-0.0593	-0.0091	-0.0165	0.0082	-13.4
12.195	-0.057	-0.0075	-0.0173	0.0157	-13.4
12.196	-0.0518	-0.0203	-0.0143	0.0157	-13.3
12.197	-0.0518	-0.0218	-0.0068	0.024	-13.1
12.198	-0.0503	-0.0143	-0.0075	0.027	-13.1
12.199	-0.0323	-0.012	-0.003	0.0142	-12.9
12.2	-0.0135	-0.003	0.0097	0.0082	-12.7
12.201	-0.0023	0.012	0.009	0.006	-12.4
12.202	0.0015	0.0202	-0.0015	-0.033	-12.6
12.203	0.009	0.0292	-0.0091	-0.0675	-12.5
12.204	0.0345	0.0367	-0.0173	-0.0323	-12.2
12.205	0.051	0.0435	-0.024	-0.0015	-12.2
12.206	0.045	0.0457	-0.0256	-0.0038	-11.9
12.207	0.042	0.0007	-0.0225	-0.0098	-11.8
12.208	0.0435	-0.0773	-0.0181	-0.0233	-11.7
12.209	0.0382	-0.096	-0.0203	-0.0278	-11.7
12.21	0.0315	-0.0608	-0.0233	-0.021	-11.6
12.211	0.0292	-0.0585	-0.0188	-0.0165	-11.3
12.212	0.0262	-0.0893	-0.015	-0.0503	-11.3
12.213	0.0052	-0.0833	-0.0143	-0.0721	-11.3
12.214	-0.0195	-0.0225	-0.0128	-0.0278	-11.3
12.215	-0.0405	0.0082	-0.0143	0.0157	-11.3
12.216	-0.0518	0.0082	-0.0165	0.0352	-11
12.217	-0.0473	0.0045	-0.0143	0.0457	-11.3
12.218	-0.0443	-0.003	-0.0181	0.0292	-10.9
12.219	-0.0503	0.0015	-0.0181	0.0172	-11.2
