   Elapsed time	   ECG1	   ECG2
          5.244	 -0.141	 -0.066
          5.246	 -0.138	 -0.060
          5.248	 -0.134	 -0.055
          5.250	 -0.133	 -0.050
          5.252	 -0.131	 -0.045
          5.254	 -0.129	 -0.040
          5.256	 -0.128	 -0.034
          5.258	 -0.126	 -0.029
          5.260	 -0.124	 -0.025
          5.262	 -0.120	 -0.019
          5.264	 -0.117	 -0.013
          5.266	 -0.112	 -0.007
          5.268	 -0.107	 -0.001
          5.270	 -0.104	  0.007
          5.272	 -0.100	  0.015
          5.274	 -0.095	  0.022
          5.276	 -0.089	  0.030
          5.278	 -0.086	  0.039
          5.280	 -0.085	  0.048
          5.282	 -0.081	  0.056
          5.284	 -0.076	  0.063
          5.286	 -0.071	  0.071
          5.288	 -0.066	  0.079
          5.290	 -0.063	  0.083
          5.292	 -0.060	  0.087
          5.294	 -0.055	  0.091
          5.296	 -0.051	  0.096
          5.298	 -0.044	  0.100
          5.300	 -0.037	  0.103
          5.302	 -0.033	  0.108
          5.304	 -0.029	  0.113
          5.306	 -0.022	  0.116
          5.308	 -0.015	  0.120
          5.310	 -0.011	  0.121
          5.312	 -0.006	  0.122
          5.314	 -0.002	  0.124
          5.316	  0.004	  0.127
          5.318	  0.006	  0.127
          5.320	  0.010	  0.126
          5.322	  0.013	  0.123
          5.324	  0.018	  0.120
          5.326	  0.023	  0.115
          5.328	  0.028	  0.110
          5.330	  0.029	  0.105
          5.332	  0.030	  0.102
          5.334	  0.033	  0.099
          5.336	  0.036	  0.096
          5.338	  0.035	  0.091
          5.340	  0.036	  0.087
          5.342	  0.037	  0.082
          5.344	  0.039	  0.077
          5.346	  0.038	  0.070
          5.348	  0.037	  0.065
          5.350	  0.035	  0.061
          5.352	  0.033	  0.058
          5.354	  0.031	  0.053
          5.356	  0.029	  0.049
          5.358	  0.025	  0.043
          5.360	  0.019	  0.036
          5.362	  0.017	  0.032
          5.364	  0.013	  0.028
          5.366	  0.009	  0.023
          5.368	  0.004	  0.019
          5.370	  0.002	  0.017
          5.372	 -0.001	  0.014
          5.374	 -0.006	  0.011
          5.376	 -0.011	  0.008
          5.378	 -0.016	  0.005
          5.380	 -0.021	  0.003
          5.382	 -0.025	  0.001
          5.384	 -0.028	 -0.001
          5.386	 -0.033	 -0.003
          5.388	 -0.038	 -0.004
          5.390	 -0.041	 -0.006
          5.392	 -0.043	 -0.009
          5.394	 -0.046	 -0.011
          5.396	 -0.049	 -0.012
          5.398	 -0.050	 -0.012
          5.400	 -0.051	 -0.011
          5.402	 -0.054	 -0.015
          5.404	 -0.057	 -0.018
          5.406	 -0.059	 -0.018
          5.408	 -0.064	 -0.019
          5.410	 -0.065	 -0.019
          5.412	 -0.066	 -0.018
          5.414	 -0.068	 -0.018
          5.416	 -0.070	 -0.018
          5.418	 -0.072	 -0.017
          5.420	 -0.074	 -0.018
          5.422	 -0.077	 -0.019
          5.424	 -0.082	 -0.020
          5.426	 -0.083	 -0.021
          5.428	 -0.084	 -0.021
          5.430	 -0.084	 -0.022
          5.432	 -0.083	 -0.022
          5.434	 -0.083	 -0.021
          5.436	 -0.084	 -0.021
          5.438	 -0.084	 -0.021
          5.440	 -0.085	 -0.020
          5.442	 -0.084	 -0.021
          5.444	 -0.084	 -0.021
          5.446	 -0.083	 -0.020
          5.448	 -0.081	 -0.019
          5.450	 -0.083	 -0.019
          5.452	 -0.085	 -0.019
          5.454	 -0.085	 -0.018
          5.456	 -0.084	 -0.017
          5.458	 -0.085	 -0.018
          5.460	 -0.085	 -0.018
          5.462	 -0.085	 -0.019
          5.464	 -0.085	 -0.018
          5.466	 -0.085	 -0.022
          5.468	 -0.084	 -0.025
          5.470	 -0.084	 -0.025
          5.472	 -0.084	 -0.025
          5.474	 -0.082	 -0.025
          5.476	 -0.080	 -0.025
          5.478	 -0.082	 -0.026
          5.480	 -0.083	 -0.028
          5.482	 -0.083	 -0.027
          5.484	 -0.084	 -0.026
          5.486	 -0.086	 -0.028
          5.488	 -0.088	 -0.029
          5.490	 -0.088	 -0.028
          5.492	 -0.088	 -0.027
          5.494	 -0.088	 -0.028
          5.496	 -0.089	 -0.029
          5.498	 -0.088	 -0.030
          5.500	 -0.088	 -0.030
          5.502	 -0.088	 -0.029
          5.504	 -0.088	 -0.029
          5.506	 -0.088	 -0.029
          5.508	 -0.087	 -0.030
          5.510	 -0.087	 -0.029
          5.512	 -0.087	 -0.029
          5.514	 -0.088	 -0.029
          5.516	 -0.088	 -0.029
          5.518	 -0.087	 -0.029
          5.520	 -0.086	 -0.029
          5.522	 -0.087	 -0.031
          5.524	 -0.088	 -0.033
          5.526	 -0.089	 -0.033
          5.528	 -0.089	 -0.034
          5.530	 -0.088	 -0.036
          5.532	 -0.089	 -0.038
          5.534	 -0.088	 -0.040
          5.536	 -0.086	 -0.042
          5.538	 -0.086	 -0.041
          5.540	 -0.086	 -0.041
          5.542	 -0.087	 -0.040
          5.544	 -0.089	 -0.040
          5.546	 -0.091	 -0.038
          5.548	 -0.093	 -0.037
          5.550	 -0.095	 -0.035
          5.552	 -0.096	 -0.034
          5.554	 -0.097	 -0.033
          5.556	 -0.097	 -0.032
          5.558	 -0.097	 -0.035
          5.560	 -0.097	 -0.036
          5.562	 -0.095	 -0.038
          5.564	 -0.093	 -0.040
          5.566	 -0.093	 -0.040
          5.568	 -0.093	 -0.040
          5.570	 -0.095	 -0.040
          5.572	 -0.096	 -0.039
          5.574	 -0.096	 -0.038
          5.576	 -0.096	 -0.037
          5.578	 -0.094	 -0.036
          5.580	 -0.092	 -0.035
          5.582	 -0.090	 -0.035
          5.584	 -0.090	 -0.034
          5.586	 -0.091	 -0.035
          5.588	 -0.092	 -0.035
          5.590	 -0.092	 -0.036
          5.592	 -0.091	 -0.037
          5.594	 -0.091	 -0.037
          5.596	 -0.093	 -0.036
          5.598	 -0.091	 -0.035
          5.600	 -0.089	 -0.034
          5.602	 -0.089	 -0.033
          5.604	 -0.090	 -0.032
          5.606	 -0.089	 -0.030
          5.608	 -0.089	 -0.029
          5.610	 -0.090	 -0.029
          5.612	 -0.090	 -0.030
          5.614	 -0.090	 -0.029
          5.616	 -0.091	 -0.029
          5.618	 -0.092	 -0.028
          5.620	 -0.093	 -0.026
          5.622	 -0.093	 -0.026
          5.624	 -0.092	 -0.028
          5.626	 -0.092	 -0.027
          5.628	 -0.091	 -0.026
          5.630	 -0.092	 -0.026
          5.632	 -0.093	 -0.026
          5.634	 -0.093	 -0.026
          5.636	 -0.093	 -0.027
          5.638	 -0.092	 -0.025
          5.640	 -0.091	 -0.024
          5.642	 -0.091	 -0.024
          5.644	 -0.091	 -0.023
          5.646	 -0.090	 -0.021
          5.648	 -0.089	 -0.019
          5.650	 -0.090	 -0.018
          5.652	 -0.091	 -0.017
          5.654	 -0.089	 -0.018
          5.656	 -0.089	 -0.019
          5.658	 -0.091	 -0.021
          5.660	 -0.093	 -0.022
          5.662	 -0.092	 -0.022
          5.664	 -0.092	 -0.022
          5.666	 -0.092	 -0.021
          5.668	 -0.092	 -0.020
          5.670	 -0.093	 -0.020
          5.672	 -0.094	 -0.020
          5.674	 -0.093	 -0.019
          5.676	 -0.092	 -0.020
          5.678	 -0.092	 -0.019
          5.680	 -0.092	 -0.018
          5.682	 -0.091	 -0.017
          5.684	 -0.091	 -0.015
          5.686	 -0.093	 -0.013
          5.688	 -0.095	 -0.013
          5.690	 -0.094	 -0.011
          5.692	 -0.093	 -0.011
          5.694	 -0.094	 -0.011
          5.696	 -0.094	 -0.010
          5.698	 -0.092	 -0.007
          5.700	 -0.090	 -0.005
          5.702	 -0.089	 -0.003
          5.704	 -0.089	  0.000
          5.706	 -0.088	  0.004
          5.708	 -0.088	  0.006
          5.710	 -0.087	  0.009
          5.712	 -0.088	  0.013
          5.714	 -0.086	  0.015
          5.716	 -0.085	  0.018
          5.718	 -0.084	  0.019
          5.720	 -0.083	  0.021
          5.722	 -0.084	  0.022
          5.724	 -0.084	  0.024
          5.726	 -0.082	  0.026
          5.728	 -0.081	  0.029
          5.730	 -0.079	  0.033
          5.732	 -0.076	  0.037
          5.734	 -0.074	  0.041
          5.736	 -0.071	  0.045
          5.738	 -0.069	  0.046
          5.740	 -0.065	  0.049
          5.742	 -0.063	  0.050
          5.744	 -0.061	  0.051
          5.746	 -0.059	  0.050
          5.748	 -0.057	  0.048
          5.750	 -0.057	  0.047
          5.752	 -0.056	  0.046
          5.754	 -0.055	  0.044
          5.756	 -0.053	  0.043
          5.758	 -0.051	  0.043
          5.760	 -0.047	  0.043
          5.762	 -0.046	  0.045
          5.764	 -0.044	  0.048
          5.766	 -0.044	  0.049
          5.768	 -0.044	  0.049
          5.770	 -0.044	  0.051
          5.772	 -0.045	  0.053
          5.774	 -0.046	  0.054
          5.776	 -0.048	  0.053
          5.778	 -0.051	  0.054
          5.780	 -0.056	  0.055
          5.782	 -0.057	  0.053
          5.784	 -0.057	  0.051
          5.786	 -0.058	  0.050
          5.788	 -0.058	  0.048
          5.790	 -0.056	  0.045
          5.792	 -0.053	  0.043
          5.794	 -0.052	  0.040
          5.796	 -0.052	  0.037
          5.798	 -0.050	  0.037
          5.800	 -0.048	  0.036
          5.802	 -0.048	  0.037
          5.804	 -0.048	  0.037
          5.806	 -0.049	  0.039
          5.808	 -0.050	  0.040
          5.810	 -0.051	  0.042
          5.812	 -0.052	  0.044
          5.814	 -0.055	  0.044
          5.816	 -0.058	  0.045
          5.818	 -0.058	  0.045
          5.820	 -0.059	  0.045
          5.822	 -0.061	  0.046
          5.824	 -0.061	  0.046
          5.826	 -0.060	  0.047
          5.828	 -0.060	  0.047
          5.830	 -0.061	  0.050
          5.832	 -0.062	  0.051
          5.834	 -0.060	  0.051
          5.836	 -0.059	  0.050
          5.838	 -0.058	  0.051
          5.840	 -0.057	  0.051
          5.842	 -0.057	  0.053
          5.844	 -0.058	  0.054
          5.846	 -0.059	  0.057
          5.848	 -0.059	  0.059
          5.850	 -0.060	  0.059
          5.852	 -0.061	  0.060
          5.854	 -0.062	  0.062
          5.856	 -0.064	  0.064
          5.858	 -0.061	  0.065
          5.860	 -0.058	  0.065
          5.862	 -0.056	  0.068
          5.864	 -0.052	  0.070
          5.866	 -0.052	  0.074
          5.868	 -0.052	  0.079
          5.870	 -0.051	  0.084
          5.872	 -0.050	  0.088
          5.874	 -0.049	  0.095
          5.876	 -0.048	  0.102
          5.878	 -0.046	  0.112
          5.880	 -0.044	  0.121
          5.882	 -0.043	  0.131
          5.884	 -0.042	  0.141
          5.886	 -0.043	  0.153
          5.888	 -0.042	  0.165
          5.890	 -0.037	  0.181
          5.892	 -0.034	  0.198
          5.894	 -0.033	  0.227
          5.896	 -0.032	  0.255
          5.898	 -0.026	  0.305
          5.900	 -0.021	  0.354
          5.902	 -0.014	  0.415
          5.904	 -0.007	  0.476
          5.906	  0.002	  0.544
          5.908	  0.010	  0.611
          5.910	  0.019	  0.659
          5.912	  0.029	  0.708
          5.914	  0.041	  0.738
          5.916	  0.052	  0.767
          5.918	  0.069	  0.768
          5.920	  0.085	  0.768
          5.922	  0.113	  0.746
          5.924	  0.140	  0.724
          5.926	  0.185	  0.676
          5.928	  0.231	  0.628
          5.930	  0.281	  0.575
          5.932	  0.330	  0.521
          5.934	  0.387	  0.482
          5.936	  0.444	  0.444
          5.938	  0.480	  0.415
          5.940	  0.517	  0.387
          5.942	  0.540	  0.359
          5.944	  0.562	  0.333
          5.946	  0.560	  0.299
          5.948	  0.557	  0.265
          5.950	  0.537	  0.234
          5.952	  0.517	  0.204
          5.954	  0.479	  0.177
          5.956	  0.441	  0.150
          5.958	  0.395	  0.131
          5.960	  0.347	  0.111
          5.962	  0.318	  0.100
          5.964	  0.287	  0.089
          5.966	  0.261	  0.083
          5.968	  0.234	  0.076
          5.970	  0.208	  0.071
          5.972	  0.182	  0.067
          5.974	  0.153	  0.061
          5.976	  0.123	  0.057
          5.978	  0.097	  0.054
          5.980	  0.070	  0.051
          5.982	  0.050	  0.049
          5.984	  0.031	  0.046
          5.986	  0.016	  0.043
          5.988	  0.001	  0.040
          5.990	 -0.008	  0.037
          5.992	 -0.016	  0.035
          5.994	 -0.021	  0.033
          5.996	 -0.025	  0.030
          5.998	 -0.028	  0.029
          6.000	 -0.030	  0.028
          6.002	 -0.035	  0.026
          6.004	 -0.038	  0.024
          6.006	 -0.042	  0.022
          6.008	 -0.045	  0.021
          6.010	 -0.048	  0.021
          6.012	 -0.051	  0.021
          6.014	 -0.053	  0.021
          6.016	 -0.055	  0.022
          6.018	 -0.056	  0.021
          6.020	 -0.057	  0.019
          6.022	 -0.059	  0.018
          6.024	 -0.060	  0.017
          6.026	 -0.061	  0.015
          6.028	 -0.061	  0.015
          6.030	 -0.063	  0.012
          6.032	 -0.064	  0.009
          6.034	 -0.066	  0.009
          6.036	 -0.067	  0.009
          6.038	 -0.067	  0.007
          6.040	 -0.066	  0.005
          6.042	 -0.067	  0.006
          6.044	 -0.069	  0.006
          6.046	 -0.068	  0.006
          6.048	 -0.067	  0.007
          6.050	 -0.070	  0.008
          6.052	 -0.074	  0.009
          6.054	 -0.074	  0.009
          6.056	 -0.075	  0.009
          6.058	 -0.076	  0.010
          6.060	 -0.076	  0.011
          6.062	 -0.077	  0.011
          6.064	 -0.077	  0.011
          6.066	 -0.077	  0.011
          6.068	 -0.077	  0.011
          6.070	 -0.077	  0.012
          6.072	 -0.077	  0.014
          6.074	 -0.076	  0.013
          6.076	 -0.074	  0.013
          6.078	 -0.076	  0.015
          6.080	 -0.077	  0.016
          6.082	 -0.077	  0.017
          6.084	 -0.077	  0.018
          6.086	 -0.077	  0.018
          6.088	 -0.077	  0.018
          6.090	 -0.077	  0.018
          6.092	 -0.077	  0.018
          6.094	 -0.076	  0.018
          6.096	 -0.076	  0.018
          6.098	 -0.075	  0.016
          6.100	 -0.075	  0.015
          6.102	 -0.075	  0.015
          6.104	 -0.074	  0.015
          6.106	 -0.075	  0.015
          6.108	 -0.075	  0.015
          6.110	 -0.074	  0.015
          6.112	 -0.073	  0.015
          6.114	 -0.076	  0.016
          6.116	 -0.079	  0.019
          6.118	 -0.080	  0.020
          6.120	 -0.080	  0.021
          6.122	 -0.080	  0.022
          6.124	 -0.080	  0.021
          6.126	 -0.080	  0.021
          6.128	 -0.080	  0.021
          6.130	 -0.081	  0.023
          6.132	 -0.081	  0.024
          6.134	 -0.082	  0.026
          6.136	 -0.082	  0.029
          6.138	 -0.083	  0.031
          6.140	 -0.084	  0.033
          6.142	 -0.082	  0.035
          6.144	 -0.080	  0.036
          6.146	 -0.079	  0.038
          6.148	 -0.079	  0.040
          6.150	 -0.079	  0.043
          6.152	 -0.079	  0.046
          6.154	 -0.080	  0.050
          6.156	 -0.081	  0.053
          6.158	 -0.079	  0.055
          6.160	 -0.079	  0.057
          6.162	 -0.076	  0.060
          6.164	 -0.073	  0.062
          6.166	 -0.075	  0.066
          6.168	 -0.076	  0.068
          6.170	 -0.076	  0.074
          6.172	 -0.076	  0.080
          6.174	 -0.073	  0.084
          6.176	 -0.071	  0.089
          6.178	 -0.069	  0.094
          6.180	 -0.068	  0.099
          6.182	 -0.065	  0.104
          6.184	 -0.062	  0.110
          6.186	 -0.060	  0.116
          6.188	 -0.058	  0.120
          6.190	 -0.051	  0.125
          6.192	 -0.044	  0.130
          6.194	 -0.042	  0.133
          6.196	 -0.040	  0.135
          6.198	 -0.035	  0.140
          6.200	 -0.029	  0.144
          6.202	 -0.024	  0.150
          6.204	 -0.020	  0.157
          6.206	 -0.013	  0.163
          6.208	 -0.007	  0.170
          6.210	 -0.002	  0.174
          6.212	  0.004	  0.178
          6.214	  0.010	  0.182
          6.216	  0.017	  0.188
          6.218	  0.021	  0.191
          6.220	  0.025	  0.194
          6.222	  0.029	  0.196
          6.224	  0.034	  0.199
          6.226	  0.041	  0.199
          6.228	  0.049	  0.198
          6.230	  0.053	  0.198
          6.232	  0.058	  0.198
          6.234	  0.064	  0.198
          6.236	  0.070	  0.199
          6.238	  0.073	  0.195
          6.240	  0.076	  0.192
          6.242	  0.080	  0.191
          6.244	  0.083	  0.189
          6.246	  0.086	  0.185
          6.248	  0.088	  0.180
          6.250	  0.091	  0.178
          6.252	  0.095	  0.176
          6.254	  0.099	  0.172
          6.256	  0.102	  0.168
          6.258	  0.100	  0.163
          6.260	  0.098	  0.158
          6.262	  0.098	  0.153
          6.264	  0.098	  0.150
          6.266	  0.093	  0.145
          6.268	  0.090	  0.140
          6.270	  0.088	  0.137
          6.272	  0.087	  0.134
          6.274	  0.084	  0.129
          6.276	  0.080	  0.123
          6.278	  0.076	  0.121
          6.280	  0.072	  0.119
          6.282	  0.070	  0.116
          6.284	  0.068	  0.114
          6.286	  0.061	  0.111
          6.288	  0.053	  0.108
          6.290	  0.050	  0.106
          6.292	  0.045	  0.103
          6.294	  0.040	  0.101
          6.296	  0.033	  0.098
          6.298	  0.029	  0.096
          6.300	  0.026	  0.095
          6.302	  0.024	  0.091
          6.304	  0.020	  0.087
          6.306	  0.016	  0.088
          6.308	  0.011	  0.088
          6.310	  0.009	  0.088
          6.312	  0.007	  0.087
          6.314	  0.004	  0.086
          6.316	  0.000	  0.086
          6.318	 -0.002	  0.084
          6.320	 -0.003	  0.082
          6.322	 -0.006	  0.082
          6.324	 -0.010	  0.082
          6.326	 -0.011	  0.082
          6.328	 -0.012	  0.081
          6.330	 -0.015	  0.079
          6.332	 -0.018	  0.076
          6.334	 -0.018	  0.075
          6.336	 -0.019	  0.073
          6.338	 -0.019	  0.071
          6.340	 -0.020	  0.070
          6.342	 -0.021	  0.070
          6.344	 -0.021	  0.070
          6.346	 -0.022	  0.071
          6.348	 -0.023	  0.072
          6.350	 -0.024	  0.074
          6.352	 -0.026	  0.076
          6.354	 -0.026	  0.075
          6.356	 -0.026	  0.074
          6.358	 -0.028	  0.075
          6.360	 -0.029	  0.076
          6.362	 -0.029	  0.075
          6.364	 -0.030	  0.076
          6.366	 -0.029	  0.075
          6.368	 -0.030	  0.075
          6.370	 -0.031	  0.076
          6.372	 -0.032	  0.077
          6.374	 -0.031	  0.077
          6.376	 -0.030	  0.077
          6.378	 -0.032	  0.077
          6.380	 -0.033	  0.078
          6.382	 -0.033	  0.078
          6.384	 -0.033	  0.078
          6.386	 -0.033	  0.078
          6.388	 -0.034	  0.077
          6.390	 -0.034	  0.075
          6.392	 -0.034	  0.073
          6.394	 -0.033	  0.074
          6.396	 -0.031	  0.074
          6.398	 -0.030	  0.073
          6.400	 -0.030	  0.072
          6.402	 -0.030	  0.072
          6.404	 -0.029	  0.073
          6.406	 -0.029	  0.072
          6.408	 -0.029	  0.072
          6.410	 -0.029	  0.072
          6.412	 -0.029	  0.073
          6.414	 -0.029	  0.074
          6.416	 -0.029	  0.076
          6.418	 -0.029	  0.074
          6.420	 -0.030	  0.073
          6.422	 -0.030	  0.071
          6.424	 -0.030	  0.070
          6.426	 -0.028	  0.069
          6.428	 -0.026	  0.068
          6.430	 -0.026	  0.069
          6.432	 -0.026	  0.069
          6.434	 -0.025	  0.070
          6.436	 -0.024	  0.071
          6.438	 -0.025	  0.070
          6.440	 -0.025	  0.070
          6.442	 -0.024	  0.071
          6.444	 -0.023	  0.073
          6.446	 -0.023	  0.071
          6.448	 -0.024	  0.070
          6.450	 -0.025	  0.069
          6.452	 -0.025	  0.069
          6.454	 -0.026	  0.068
          6.456	 -0.028	  0.066
          6.458	 -0.027	  0.064
          6.460	 -0.026	  0.062
          6.462	 -0.025	  0.060
          6.464	 -0.025	  0.059
          6.466	 -0.026	  0.059
          6.468	 -0.029	  0.058
          6.470	 -0.029	  0.059
          6.472	 -0.030	  0.057
          6.474	 -0.030	  0.057
          6.476	 -0.030	  0.054
          6.478	 -0.030	  0.055
          6.480	 -0.030	  0.055
          6.482	 -0.032	  0.054
          6.484	 -0.034	  0.053
          6.486	 -0.034	  0.053
          6.488	 -0.035	  0.052
          6.490	 -0.032	  0.050
          6.492	 -0.030	  0.048
          6.494	 -0.032	  0.046
          6.496	 -0.032	  0.045
          6.498	 -0.030	  0.044
          6.500	 -0.029	  0.043
          6.502	 -0.029	  0.043
          6.504	 -0.029	  0.043
          6.506	 -0.028	  0.044
          6.508	 -0.028	  0.045
          6.510	 -0.028	  0.043
          6.512	 -0.029	  0.041
          6.514	 -0.029	  0.042
          6.516	 -0.029	  0.041
          6.518	 -0.029	  0.043
          6.520	 -0.029	  0.043
          6.522	 -0.030	  0.043
          6.524	 -0.033	  0.043
          6.526	 -0.032	  0.043
          6.528	 -0.031	  0.043
          6.530	 -0.030	  0.041
          6.532	 -0.028	  0.040
          6.534	 -0.028	  0.042
          6.536	 -0.026	  0.043
          6.538	 -0.026	  0.043
          6.540	 -0.026	  0.043
          6.542	 -0.028	  0.043
          6.544	 -0.029	  0.042
          6.546	 -0.029	  0.042
          6.548	 -0.029	  0.041
          6.550	 -0.029	  0.041
          6.552	 -0.028	  0.041
          6.554	 -0.028	  0.038
          6.556	 -0.029	  0.036
          6.558	 -0.029	  0.033
          6.560	 -0.029	  0.030
          6.562	 -0.029	  0.028
          6.564	 -0.029	  0.026
          6.566	 -0.029	  0.026
          6.568	 -0.029	  0.028
          6.570	 -0.028	  0.032
          6.572	 -0.025	  0.035
          6.574	 -0.025	  0.036
          6.576	 -0.025	  0.037
          6.578	 -0.025	  0.039
          6.580	 -0.025	  0.040
          6.582	 -0.022	  0.041
          6.584	 -0.019	  0.041
          6.586	 -0.023	  0.038
          6.588	 -0.026	  0.036
          6.590	 -0.028	  0.036
          6.592	 -0.029	  0.035
          6.594	 -0.030	  0.035
          6.596	 -0.032	  0.034
          6.598	 -0.030	  0.036
          6.600	 -0.030	  0.037
          6.602	 -0.030	  0.035
          6.604	 -0.030	  0.034
          6.606	 -0.030	  0.033
          6.608	 -0.031	  0.032
          6.610	 -0.031	  0.032
          6.612	 -0.032	  0.031
          6.614	 -0.033	  0.032
          6.616	 -0.034	  0.032
          6.618	 -0.034	  0.031
          6.620	 -0.034	  0.030
          6.622	 -0.035	  0.027
          6.624	 -0.035	  0.024
          6.626	 -0.035	  0.024
          6.628	 -0.035	  0.024
          6.630	 -0.036	  0.022
          6.632	 -0.036	  0.020
          6.634	 -0.036	  0.018
          6.636	 -0.036	  0.017
          6.638	 -0.036	  0.016
          6.640	 -0.037	  0.015
          6.642	 -0.035	  0.016
          6.644	 -0.033	  0.017
          6.646	 -0.032	  0.018
          6.648	 -0.031	  0.018
          6.650	 -0.033	  0.019
          6.652	 -0.035	  0.018
          6.654	 -0.035	  0.019
          6.656	 -0.035	  0.021
          6.658	 -0.034	  0.019
          6.660	 -0.033	  0.019
          6.662	 -0.033	  0.020
          6.664	 -0.033	  0.021
          6.666	 -0.035	  0.021
          6.668	 -0.036	  0.020
          6.670	 -0.035	  0.022
          6.672	 -0.034	  0.025
          6.674	 -0.035	  0.027
          6.676	 -0.035	  0.029
          6.678	 -0.036	  0.033
          6.680	 -0.036	  0.036
          6.682	 -0.037	  0.038
          6.684	 -0.037	  0.041
          6.686	 -0.037	  0.046
          6.688	 -0.037	  0.051
          6.690	 -0.038	  0.051
          6.692	 -0.038	  0.051
          6.694	 -0.038	  0.051
          6.696	 -0.039	  0.050
          6.698	 -0.035	  0.050
          6.700	 -0.031	  0.050
          6.702	 -0.030	  0.054
          6.704	 -0.030	  0.058
          6.706	 -0.029	  0.061
          6.708	 -0.028	  0.065
          6.710	 -0.024	  0.067
          6.712	 -0.020	  0.070
          6.714	 -0.018	  0.072
          6.716	 -0.015	  0.075
          6.718	 -0.013	  0.074
          6.720	 -0.013	  0.073
          6.722	 -0.012	  0.070
          6.724	 -0.011	  0.068
          6.726	 -0.006	  0.064
          6.728	 -0.002	  0.061
          6.730	  0.002	  0.060
          6.732	  0.004	  0.059
          6.734	  0.009	  0.057
          6.736	  0.015	  0.056
          6.738	  0.017	  0.058
          6.740	  0.019	  0.059
          6.742	  0.021	  0.062
          6.744	  0.022	  0.065
          6.746	  0.019	  0.065
          6.748	  0.018	  0.064
          6.750	  0.015	  0.064
          6.752	  0.013	  0.064
          6.754	  0.010	  0.062
          6.756	  0.007	  0.061
          6.758	  0.009	  0.059
          6.760	  0.009	  0.056
          6.762	  0.010	  0.053
          6.764	  0.010	  0.050
          6.766	  0.011	  0.050
          6.768	  0.010	  0.049
          6.770	  0.011	  0.051
          6.772	  0.013	  0.053
          6.774	  0.013	  0.055
          6.776	  0.013	  0.057
          6.778	  0.012	  0.058
          6.780	  0.011	  0.060
          6.782	  0.010	  0.060
          6.784	  0.009	  0.060
          6.786	  0.006	  0.061
          6.788	  0.003	  0.061
          6.790	  0.004	  0.061
          6.792	  0.005	  0.060
          6.794	  0.001	  0.058
          6.796	 -0.004	  0.055
          6.798	 -0.004	  0.052
          6.800	 -0.004	  0.051
          6.802	 -0.004	  0.051
          6.804	 -0.005	  0.051
          6.806	 -0.004	  0.053
          6.808	 -0.004	  0.055
          6.810	 -0.004	  0.056
          6.812	 -0.004	  0.056
          6.814	 -0.004	  0.056
          6.816	 -0.004	  0.056
          6.818	 -0.002	  0.053
          6.820	  0.000	  0.051
          6.822	 -0.003	  0.051
          6.824	 -0.006	  0.049
          6.826	 -0.007	  0.049
          6.828	 -0.007	  0.047
          6.830	 -0.007	  0.047
          6.832	 -0.007	  0.047
          6.834	 -0.006	  0.049
          6.836	 -0.006	  0.051
          6.838	 -0.005	  0.050
          6.840	 -0.005	  0.050
          6.842	 -0.004	  0.051
          6.844	 -0.004	  0.052
          6.846	 -0.003	  0.055
          6.848	 -0.002	  0.057
          6.850	 -0.001	  0.063
          6.852	  0.000	  0.069
          6.854	  0.001	  0.074
          6.856	  0.003	  0.080
          6.858	  0.002	  0.088
          6.860	  0.002	  0.097
          6.862	  0.004	  0.107
          6.864	  0.005	  0.117
          6.866	  0.006	  0.127
          6.868	  0.007	  0.137
          6.870	  0.009	  0.151
          6.872	  0.011	  0.168
          6.874	  0.013	  0.189
          6.876	  0.013	  0.211
          6.878	  0.017	  0.255
          6.880	  0.021	  0.298
          6.882	  0.028	  0.352
          6.884	  0.034	  0.406
          6.886	  0.040	  0.474
          6.888	  0.046	  0.542
          6.890	  0.055	  0.594
          6.892	  0.064	  0.645
          6.894	  0.072	  0.682
          6.896	  0.082	  0.719
          6.898	  0.096	  0.729
          6.900	  0.110	  0.737
          6.902	  0.133	  0.718
          6.904	  0.155	  0.697
          6.906	  0.193	  0.662
          6.908	  0.232	  0.626
          6.910	  0.280	  0.571
          6.912	  0.330	  0.514
          6.914	  0.387	  0.476
          6.916	  0.444	  0.439
          6.918	  0.484	  0.403
          6.920	  0.525	  0.369
          6.922	  0.549	  0.341
          6.924	  0.573	  0.312
          6.926	  0.576	  0.278
          6.928	  0.578	  0.243
          6.930	  0.557	  0.209
          6.932	  0.536	  0.175
          6.934	  0.506	  0.146
          6.936	  0.476	  0.116
          6.938	  0.429	  0.095
          6.940	  0.382	  0.072
          6.942	  0.351	  0.061
          6.944	  0.322	  0.051
          6.946	  0.297	  0.044
          6.948	  0.272	  0.039
          6.950	  0.247	  0.035
          6.952	  0.222	  0.029
          6.954	  0.192	  0.026
          6.956	  0.163	  0.021
          6.958	  0.133	  0.015
          6.960	  0.102	  0.009
          6.962	  0.083	  0.004
          6.964	  0.062	 -0.002
          6.966	  0.045	 -0.005
          6.968	  0.029	 -0.009
          6.970	  0.019	 -0.011
          6.972	  0.010	 -0.013
          6.974	  0.004	 -0.015
          6.976	 -0.003	 -0.017
          6.978	 -0.007	 -0.017
          6.980	 -0.013	 -0.017
          6.982	 -0.016	 -0.019
          6.984	 -0.020	 -0.021
          6.986	 -0.024	 -0.022
          6.988	 -0.026	 -0.024
          6.990	 -0.029	 -0.024
          6.992	 -0.032	 -0.024
