   Elapsed time	   RESP	  ECG I	  ECG V	 ECG II	  PLETH	    ABP
        186.144	  0.000	  0.155	  1.034	  0.730	  0.522	 95.241
        186.152	  0.000	  0.175	  1.039	  0.710	  0.520	 94.850
        186.160	  0.000	  0.165	  1.010	  0.705	  0.517	 95.046
        186.168	  0.000	  0.190	  1.015	  0.770	  0.515	 96.415
        186.176	  0.000	  0.150	  0.970	  0.735	  0.514	 99.153
        186.184	  0.000	  0.165	  0.936	  0.670	  0.513	102.868
        186.192	  0.000	  0.106	  0.899	  0.650	  0.513	107.171
        186.200	  0.000	  0.079	  0.869	  0.630	  0.513	111.473
        186.208	  0.000	  0.059	  0.850	  0.620	  0.511	115.189
        186.216	  0.000	  0.096	  0.894	  0.640	  0.510	118.318
        186.224	  0.000	  0.135	  0.884	  0.675	  0.507	120.861
        186.232	  0.000	  0.155	  0.874	  0.701	  0.505	122.816
        186.240	  0.000	  0.180	  0.865	  0.735	  0.502	124.576
        186.248	  0.000	  0.175	  0.874	  0.730	  0.500	125.945
        186.256	  0.000	  0.190	  0.889	  0.755	  0.497	127.314
        186.264	  0.000	  0.170	  0.914	  0.715	  0.494	128.488
        186.272	  0.000	  0.175	  0.894	  0.755	  0.490	129.466
        186.280	  0.000	  0.165	  0.919	  0.680	  0.487	130.248
        186.288	  0.000	  0.150	  0.936	  0.665	  0.483	131.030
        186.296	  0.000	  0.180	  0.951	  0.701	  0.480	131.617
        186.304	  0.000	  0.175	  0.926	  0.741	  0.478	132.008
        186.312	  0.000	  0.219	  0.914	  0.791	  0.477	132.203
        186.320	  0.000	  0.234	  0.899	  0.795	  0.477	132.399
        186.328	  0.000	  0.276	  0.926	  0.760	  0.476	132.399
        186.336	  0.000	  0.239	  0.835	  0.705	  0.475	132.203
        186.344	  0.000	  0.256	  0.815	  0.760	  0.474	131.812
        186.352	  0.000	  0.204	  0.825	  0.770	  0.472	131.226
        186.360	  0.000	  0.170	  0.810	  0.705	  0.471	130.248
        186.368	  0.000	  0.155	  0.855	  0.730	  0.469	128.879
        186.376	  0.000	  0.131	  0.894	  0.660	  0.468	127.314
        186.384	  0.000	  0.116	  0.865	  0.656	  0.466	125.359
        186.392	  0.000	  0.096	  0.840	  0.650	  0.465	123.012
        186.400	  0.000	  0.059	  0.825	  0.635	  0.463	120.665
        186.408	  0.000	  0.054	  0.835	  0.630	  0.463	118.514
        186.416	  0.000	  0.074	  0.850	  0.650	  0.463	116.363
        186.424	  0.000	  0.054	  0.825	  0.630	  0.462	114.798
        186.432	  0.000	  0.074	  0.956	  0.685	  0.462	113.233
        186.440	  0.000	  0.165	  1.064	  0.675	  0.463	112.060
        186.448	  0.000	  0.480	  0.534	  0.831	  0.464	111.082
        186.456	  0.000	  0.926	 -0.160	  0.921	  0.467	110.300
        186.464	  0.000	  0.995	 -0.325	  0.820	  0.470	109.518
        186.472	  0.000	  0.204	  0.305	  0.615	  0.474	108.931
        186.480	  0.000	  0.034	  0.739	  0.585	  0.478	108.344
        186.488	  0.000	 -0.010	  0.874	  0.575	  0.482	107.758
        186.496	  0.000	 -0.005	  0.926	  0.595	  0.487	107.171
        186.504	  0.000	 -0.025	  0.931	  0.565	  0.490	106.584
        186.512	  0.000	 -0.010	  0.941	  0.590	  0.494	105.802
        186.520	  0.000	 -0.044	  0.919	  0.530	  0.498	105.020
        186.528	  0.000	 -0.030	  0.946	  0.525	  0.502	104.042
        186.536	  0.000	 -0.034	  0.931	  0.585	  0.506	103.064
        186.544	  0.000	  0.005	  0.919	  0.630	  0.510	102.282
        186.552	  0.000	 -0.020	  0.966	  0.600	  0.514	101.108
        186.560	  0.000	  0.025	  0.919	  0.590	  0.518	100.130
        186.568	  0.000	  0.044	  0.961	  0.555	  0.521	 99.153
        186.576	  0.000	  0.049	  0.956	  0.545	  0.523	 98.175
        186.584	  0.000	  0.030	  0.975	  0.585	  0.525	 97.197
        186.592	  0.000	  0.015	  0.961	  0.555	  0.527	 96.415
        186.600	  0.000	  0.025	  0.970	  0.590	  0.528	 95.632
        186.608	  0.000	  0.015	  0.966	  0.625	  0.529	 95.046
        186.616	  0.000	  0.074	  1.020	  0.640	  0.530	 94.263
        186.624	  0.000	  0.064	  1.000	  0.620	  0.530	 93.677
        186.632	  0.000	  0.069	  1.010	  0.590	  0.530	 93.090
        186.640	  0.000	  0.005	  0.980	  0.565	  0.528	 92.503
        186.648	  0.000	  0.000	  0.946	  0.585	  0.527	 92.112
        186.656	  0.000	  0.010	  0.931	  0.560	  0.526	 92.308
        186.664	  0.000	  0.049	  0.936	  0.585	  0.525	 93.481
        186.672	  0.000	  0.049	  0.931	  0.625	  0.524	 95.828
        186.680	  0.000	  0.039	  0.941	  0.620	  0.524	 99.739
        186.688	  0.000	  0.005	  0.855	  0.540	  0.523	104.628
        186.696	  0.000	  0.015	  0.850	  0.550	  0.523	109.322
        186.704	  0.000	 -0.020	  0.840	  0.515	  0.523	113.820
        186.712	  0.000	 -0.025	  0.850	  0.510	  0.521	117.536
        186.720	  0.000	 -0.010	  0.825	  0.565	  0.519	120.665
        186.728	  0.000	  0.020	  0.850	  0.615	  0.517	123.207
        186.736	  0.000	  0.000	  0.860	  0.560	  0.515	125.163
        186.744	  0.000	  0.025	  0.869	  0.545	  0.512	126.923
        186.752	  0.000	 -0.025	  0.845	  0.510	  0.509	128.292
        186.760	  0.000	  0.000	  0.840	  0.550	  0.506	129.466
        186.768	  0.000	 -0.025	  0.850	  0.555	  0.502	130.443
        186.776	  0.000	 -0.039	  0.845	  0.530	  0.500	131.421
        186.784	  0.000	 -0.010	  0.855	  0.545	  0.498	132.008
        186.792	  0.000	  0.034	  0.865	  0.600	  0.497	132.595
        186.800	  0.000	  0.064	  0.884	  0.615	  0.496	132.986
        186.808	  0.000	  0.049	  0.865	  0.600	  0.496	133.181
        186.816	  0.000	  0.079	  0.850	  0.625	  0.496	133.181
        186.824	  0.000	  0.054	  0.825	  0.560	  0.496	133.181
        186.832	  0.000	  0.049	  0.796	  0.555	  0.496	132.986
        186.840	  0.000	  0.054	  0.734	  0.550	  0.496	132.399
        186.848	  0.000	  0.010	  0.744	  0.510	  0.495	131.617
        186.856	  0.000	 -0.020	  0.776	  0.525	  0.492	130.443
        186.864	  0.000	 -0.015	  0.820	  0.570	  0.488	128.879
        186.872	  0.000	 -0.049	  0.830	  0.580	  0.483	126.923
        186.880	  0.000	 -0.069	  0.786	  0.530	  0.479	124.576
        186.888	  0.000	 -0.126	  0.756	  0.400	  0.476	121.838
        186.896	  0.000	 -0.111	  0.786	  0.425	  0.474	119.100
        186.904	  0.000	 -0.131	  0.771	  0.460	  0.473	116.558
        186.912	  0.000	 -0.074	  0.791	  0.520	  0.473	114.407
        186.920	  0.000	 -0.069	  0.781	  0.535	  0.473	112.647
        186.928	  0.000	 -0.054	  0.855	  0.545	  0.475	111.082
        186.936	  0.000	 -0.064	  1.000	  0.530	  0.476	110.104
        186.944	  0.000	  0.276	  0.734	  0.660	  0.478	109.127
        186.952	  0.000	  0.756	  0.064	  0.805	  0.480	108.540
        186.960	  0.000	  0.904	 -0.249	  0.725	  0.483	107.758
        186.968	  0.000	  0.214	  0.180	  0.540	  0.486	106.975
        186.976	  0.000	 -0.064	  0.635	  0.400	  0.489	106.193
        186.984	  0.000	 -0.126	  0.791	  0.430	  0.493	105.411
        186.992	  0.000	 -0.150	  0.840	  0.460	  0.496	104.628
        187.000	  0.000	 -0.106	  0.874	  0.470	  0.499	103.846
        187.008	  0.000	 -0.126	  0.850	  0.465	  0.502	103.064
        187.016	  0.000	 -0.116	  0.845	  0.520	  0.506	102.282
        187.024	  0.000	 -0.135	  0.855	  0.485	  0.510	101.304
        187.032	  0.000	 -0.074	  0.869	  0.530	  0.514	100.522
        187.040	  0.000	 -0.101	  0.860	  0.470	  0.518	 99.544
        187.048	  0.000	 -0.084	  0.874	  0.485	  0.521	 98.566
        187.056	  0.000	 -0.059	  0.869	  0.515	  0.523	 97.784
        187.064	  0.000	 -0.010	  0.909	  0.545	  0.525	 97.001
        187.072	  0.000	 -0.064	  0.879	  0.525	  0.525	 96.219
        187.080	  0.000	 -0.074	  0.884	  0.495	  0.525	 95.437
        187.088	  0.000	 -0.096	  0.865	  0.455	  0.525	 94.850
        187.096	  0.000	 -0.054	  0.874	  0.520	  0.525	 94.068
        187.104	  0.000	 -0.069	  0.869	  0.485	  0.525	 93.286
        187.112	  0.000	 -0.015	  0.936	  0.560	  0.526	 92.699
        187.120	  0.000	  0.005	  0.946	  0.590	  0.526	 91.917
        187.128	  0.000	  0.030	  0.919	  0.605	  0.526	 91.330
        187.136	  0.000	  0.020	  0.904	  0.565	  0.525	 90.548
        187.144	  0.000	  0.010	  0.919	  0.535	  0.525	 90.157
        187.152	  0.000	 -0.010	  0.926	  0.520	  0.525	 89.961
        187.160	  0.000	 -0.030	  0.879	  0.505	  0.525	 90.743
        187.168	  0.000	 -0.069	  0.830	  0.535	  0.524	 92.894
        187.176	  0.000	 -0.054	  0.845	  0.575	  0.523	 96.610
        187.184	  0.000	 -0.025	  0.860	  0.590	  0.521	101.304
        187.192	  0.000	 -0.020	  0.855	  0.505	  0.519	106.584
        187.200	  0.000	 -0.049	  0.869	  0.480	  0.517	111.473
        187.208	  0.000	 -0.074	  0.850	  0.475	  0.515	115.776
        187.216	  0.000	 -0.064	  0.810	  0.500	  0.512	119.492
        187.224	  0.000	 -0.106	  0.796	  0.450	  0.509	122.425
        187.232	  0.000	 -0.039	  0.830	  0.555	  0.506	124.772
        187.240	  0.000	 -0.015	  0.860	  0.595	  0.503	126.728
        187.248	  0.000	  0.010	  0.835	  0.600	  0.502	128.488
        187.256	  0.000	 -0.020	  0.820	  0.520	  0.502	130.052
        187.264	  0.000	 -0.010	  0.860	  0.525	  0.501	131.226
        187.272	  0.000	 -0.044	  0.835	  0.500	  0.501	132.203
        187.280	  0.000	 -0.025	  0.840	  0.560	  0.500	132.986
        187.288	  0.000	 -0.059	  0.815	  0.550	  0.499	133.572
        187.296	  0.000	  0.010	  0.869	  0.565	  0.497	134.159
        187.304	  0.000	  0.015	  0.860	  0.530	  0.496	134.355
        187.312	  0.000	  0.054	  0.884	  0.520	  0.494	134.355
        187.320	  0.000	  0.091	  0.869	  0.590	  0.493	134.159
        187.328	  0.000	  0.111	  0.820	  0.615	  0.492	133.768
        187.336	  0.000	  0.079	  0.756	  0.630	  0.491	133.181
        187.344	  0.000	  0.106	  0.749	  0.595	  0.489	132.203
        187.352	  0.000	  0.039	  0.776	  0.545	  0.488	131.030
        187.360	  0.000	  0.025	  0.771	  0.575	  0.485	129.466
        187.368	  0.000	 -0.034	  0.800	  0.515	  0.482	127.314
        187.376	  0.000	 -0.084	  0.781	  0.475	  0.480	124.967
        187.384	  0.000	 -0.111	  0.791	  0.460	  0.478	122.425
        187.392	  0.000	 -0.116	  0.776	  0.455	  0.476	119.883
        187.400	  0.000	 -0.044	  0.800	  0.535	  0.475	117.340
        187.408	  0.000	 -0.074	  0.766	  0.495	  0.474	115.189
        187.416	  0.000	 -0.069	  0.820	  0.525	  0.472	113.429
        187.424	  0.000	 -0.121	  0.776	  0.475	  0.471	112.060
        187.432	  0.000	 -0.096	  0.966	  0.470	  0.470	110.887
        187.440	  0.000	  0.096	  0.980	  0.580	  0.471	110.104
        187.448	  0.000	  0.530	  0.256	  0.730	  0.472	109.518
        187.456	  0.000	  0.919	 -0.404	  0.780	  0.474	108.931
        187.464	  0.000	  0.626	 -0.426	  0.670	  0.477	108.540
        187.472	  0.000	  0.069	  0.374	  0.505	  0.481	107.953
        187.480	  0.000	 -0.069	  0.756	  0.525	  0.486	107.562
        187.488	  0.000	 -0.150	  0.825	  0.480	  0.491	106.975
        187.496	  0.000	 -0.160	  0.874	  0.455	  0.497	106.389
        187.504	  0.000	 -0.126	  0.914	  0.470	  0.501	105.802
        187.512	  0.000	 -0.116	  0.904	  0.490	  0.506	105.411
        187.520	  0.000	 -0.165	  0.865	  0.445	  0.512	104.824
        187.528	  0.000	 -0.170	  0.914	  0.440	  0.518	104.237
        187.536	  0.000	 -0.140	  0.884	  0.475	  0.523	103.455
        187.544	  0.000	 -0.096	  0.936	  0.495	  0.529	102.673
        187.552	  0.000	 -0.084	  0.951	  0.455	  0.534	101.891
        187.560	  0.000	 -0.064	  0.926	  0.450	  0.538	101.108
        187.568	  0.000	 -0.044	  0.951	  0.520	  0.542	100.326
        187.576	  0.000	 -0.084	  0.909	  0.470	  0.543	 99.348
        187.584	  0.000	 -0.074	  0.946	  0.510	  0.545	 98.566
        187.592	  0.000	 -0.049	  0.931	  0.520	  0.545	 97.588
        187.600	  0.000	 -0.030	  0.966	  0.545	  0.545	 96.806
        187.608	  0.000	 -0.054	  1.005	  0.495	  0.546	 96.219
        187.616	  0.000	 -0.020	  1.020	  0.515	  0.546	 95.437
        187.624	  0.000	 -0.010	  1.039	  0.495	  0.547	 94.850
        187.632	  0.000	 -0.015	  1.025	  0.530	  0.548	 94.068
        187.640	  0.000	 -0.059	  0.995	  0.500	  0.548	 93.677
        187.648	  0.000	 -0.054	  0.975	  0.515	  0.548	 93.481
        187.656	  0.000	 -0.106	  0.941	  0.455	  0.547	 94.263
        187.664	  0.000	 -0.069	  0.946	  0.470	  0.545	 96.219
        187.672	  0.000	 -0.054	  0.904	  0.525	  0.543	 99.739
        187.680	  0.000	 -0.020	  0.909	  0.560	  0.541	104.824
        187.688	  0.000	 -0.034	  0.879	  0.500	  0.538	110.496
        187.696	  0.000	 -0.025	  0.874	  0.490	  0.534	116.363
        187.704	  0.000	 -0.049	  0.855	  0.495	  0.530	121.252
        187.712	  0.000	 -0.101	  0.835	  0.470	  0.527	125.554
        187.720	  0.000	 -0.126	  0.766	  0.475	  0.523	129.074
        187.728	  0.000	 -0.074	  0.810	  0.510	  0.520	132.008
        187.736	  0.000	 -0.049	  0.825	  0.460	  0.517	134.355
        187.744	  0.000	 -0.020	  0.860	  0.490	  0.514	136.310
        187.752	  0.000	 -0.054	  0.840	  0.515	  0.512	137.875
        187.760	  0.000	 -0.084	  0.865	  0.475	  0.511	139.244
        187.768	  0.000	 -0.049	  0.825	  0.515	  0.510	140.417
        187.776	  0.000	 -0.074	  0.820	  0.475	  0.508	141.200
        187.784	  0.000	 -0.101	  0.850	  0.440	  0.508	141.786
        187.792	  0.000	 -0.106	  0.805	  0.475	  0.508	141.982
        187.800	  0.000	 -0.020	  0.860	  0.525	  0.507	142.177
        187.808	  0.000	  0.044	  0.884	  0.560	  0.507	141.982
        187.816	  0.000	  0.074	  0.879	  0.580	  0.507	141.786
        187.824	  0.000	  0.064	  0.855	  0.585	  0.505	141.395
        187.832	  0.000	  0.034	  0.810	  0.525	  0.502	140.808
        187.840	  0.000	  0.010	  0.739	  0.465	  0.500	139.831
        187.848	  0.000	  0.015	  0.729	  0.490	  0.497	138.462
        187.856	  0.000	 -0.025	  0.786	  0.530	  0.494	136.702
        187.864	  0.000	  0.000	  0.825	  0.525	  0.492	134.355
        187.872	  0.000	 -0.030	  0.830	  0.545	  0.490	131.617
        187.880	  0.000	 -0.039	  0.840	  0.500	  0.491	128.488
        187.888	  0.000	 -0.074	  0.805	  0.490	  0.492	125.359
        187.896	  0.000	 -0.096	  0.810	  0.500	  0.494	122.230
        187.904	  0.000	 -0.111	  0.776	  0.485	  0.496	119.296
        187.912	  0.000	 -0.049	  0.830	  0.535	  0.496	116.754
        187.920	  0.000	 -0.069	  0.810	  0.495	  0.497	114.798
        187.928	  0.000	  0.044	  0.931	  0.620	  0.497	113.038
        187.936	  0.000	  0.034	  1.049	  0.645	  0.496	111.864
        187.944	  0.000	  0.244	  0.685	  0.690	  0.496	110.887
        187.952	  0.000	  0.660	 -0.074	  0.800	  0.496	110.300
        187.960	  0.000	  0.825	 -0.419	  0.815	  0.496	109.713
        187.968	  0.000	  0.305	  0.126	  0.611	  0.497	109.322
        187.976	  0.000	  0.015	  0.621	  0.505	  0.500	108.735
        187.984	  0.000	 -0.069	  0.850	  0.485	  0.504	108.149
        187.992	  0.000	 -0.101	  0.914	  0.475	  0.509	107.366
        188.000	  0.000	 -0.044	  0.936	  0.560	  0.513	106.584
        188.008	  0.000	 -0.039	  0.926	  0.585	  0.518	105.802
        188.016	  0.000	 -0.074	  0.966	  0.530	  0.523	104.824
        188.024	  0.000	 -0.039	  0.951	  0.525	  0.527	104.042
        188.032	  0.000	  0.005	  0.970	  0.590	  0.532	102.868
        188.040	  0.000	  0.030	  0.961	  0.600	  0.537	101.891
        188.048	  0.000	  0.054	  0.990	  0.615	  0.542	100.913
        188.056	  0.000	  0.030	  0.985	  0.550	  0.545	 99.739
        188.064	  0.000	  0.069	  1.010	  0.620	  0.550	 98.761
        188.072	  0.000	  0.069	  0.990	  0.656	  0.554	 97.784
        188.080	  0.000	  0.091	  1.020	  0.670	  0.557	 97.001
        188.088	  0.000	  0.049	  1.010	  0.611	  0.559	 96.219
        188.096	  0.000	  0.074	  1.015	  0.645	  0.560	 95.632
        188.104	  0.000	  0.059	  1.000	  0.656	  0.560	 94.850
        188.112	  0.000	  0.106	  1.025	  0.695	  0.559	 94.263
        188.120	  0.000	  0.116	  1.064	  0.635	  0.558	 93.481
        188.128	  0.000	  0.126	  1.074	  0.630	  0.556	 92.894
        188.136	  0.000	  0.116	  1.044	  0.670	  0.555	 92.112
        188.144	  0.000	  0.106	  1.039	  0.645	  0.553	 91.525
        188.152	  0.000	  0.096	  1.005	  0.650	  0.552	 91.525
        188.160	  0.000	  0.101	  1.015	  0.685	  0.550	 92.112
        188.168	  0.000	  0.044	  0.961	  0.611	  0.549	 94.459
        188.176	  0.000	  0.059	  0.946	  0.630	  0.547	 98.370
        188.184	  0.000	  0.079	  0.961	  0.575	  0.545	103.651
        188.192	  0.000	  0.030	  0.926	  0.545	  0.543	109.518
        188.200	  0.000	  0.069	  0.946	  0.605	  0.540	115.385
        188.208	  0.000	  0.034	  0.914	  0.600	  0.536	120.665
        188.216	  0.000	  0.044	  0.894	  0.625	  0.532	125.163
        188.224	  0.000	 -0.005	  0.860	  0.560	  0.527	128.879
        188.232	  0.000	 -0.025	  0.850	  0.505	  0.524	131.812
        188.240	  0.000	 -0.044	  0.869	  0.495	  0.522	134.159
        188.248	  0.000	  0.044	  0.926	  0.630	  0.520	136.115
        188.256	  0.000	  0.064	  0.894	  0.656	  0.519	137.679
        188.264	  0.000	  0.086	  0.884	  0.640	  0.519	138.853
        188.272	  0.000	  0.044	  0.899	  0.605	  0.515	139.831
        188.280	  0.000	  0.049	  0.904	  0.585	  0.511	140.417
        188.288	  0.000	  0.025	  0.899	  0.570	  0.508	140.808
        188.296	  0.000	  0.020	  0.904	  0.550	  0.507	141.004
        188.304	  0.000	  0.059	  0.884	  0.611	  0.506	141.004
        188.312	  0.000	  0.145	  0.904	  0.690	  0.505	141.004
        188.320	  0.000	  0.150	  0.899	  0.630	  0.503	140.613
        188.328	  0.000	  0.140	  0.865	  0.635	  0.502	140.222
        188.336	  0.000	  0.131	  0.825	  0.630	  0.502	139.244
        188.344	  0.000	  0.121	  0.786	  0.645	  0.501	138.070
        188.352	  0.000	  0.064	  0.781	  0.605	  0.501	136.506
        188.360	  0.000	  0.044	  0.860	  0.590	  0.501	134.355
        188.368	  0.000	  0.020	  0.865	  0.605	  0.501	131.617
        188.376	  0.000	  0.000	  0.855	  0.570	  0.501	128.292
        188.384	  0.000	  0.015	  0.830	  0.560	  0.501	124.967
        188.392	  0.000	 -0.020	  0.850	  0.565	  0.501	121.447
        188.400	  0.000	 -0.010	  0.865	  0.510	  0.500	118.514
        188.408	  0.000	 -0.091	  0.805	  0.480	  0.498	115.776
        188.416	  0.000	 -0.010	  0.815	  0.570	  0.495	113.625
        188.424	  0.000	  0.005	  0.835	  0.580	  0.493	111.864
        188.432	  0.000	 -0.015	  0.946	  0.615	  0.491	110.496
        188.440	  0.000	  0.064	  1.020	  0.630	  0.490	109.322
        188.448	  0.000	  0.394	  0.539	  0.710	  0.490	108.344
        188.456	  0.000	  0.820	 -0.116	  0.765	  0.491	107.562
        188.464	  0.000	  0.874	 -0.244	  0.685	  0.493	106.975
        188.472	  0.000	  0.209	  0.379	  0.590	  0.496	106.389
        188.480	  0.000	  0.049	  0.771	  0.605	  0.498	105.802
        188.488	  0.000	 -0.030	  0.874	  0.540	  0.500	105.020
        188.496	  0.000	 -0.059	  0.904	  0.550	  0.502	104.042
        188.504	  0.000	 -0.121	  0.894	  0.475	  0.505	103.260
        188.512	  0.000	 -0.135	  0.904	  0.455	  0.510	102.477
        188.520	  0.000	 -0.116	  0.884	  0.515	  0.515	101.695
        188.528	  0.000	 -0.059	  0.919	  0.560	  0.522	101.108
        188.536	  0.000	 -0.044	  0.941	  0.520	  0.530	100.326
        188.544	  0.000	 -0.034	  0.966	  0.530	  0.537	 99.544
        188.552	  0.000	 -0.069	  0.914	  0.520	  0.543	 98.761
        188.560	  0.000	 -0.064	  0.904	  0.535	  0.547	 97.784
        188.568	  0.000	 -0.054	  0.926	  0.515	  0.550	 97.001
        188.576	  0.000	 -0.020	  0.909	  0.565	  0.551	 96.415
        188.584	  0.000	 -0.030	  0.941	  0.520	  0.551	 95.632
        188.592	  0.000	  0.030	  0.956	  0.580	  0.550	 95.046
        188.600	  0.000	 -0.010	  0.970	  0.555	  0.549	 94.263
        188.608	  0.000	 -0.030	  0.936	  0.545	  0.550	 93.481
        188.616	  0.000	  0.000	  0.946	  0.625	  0.551	 92.699
        188.624	  0.000	 -0.020	  0.936	  0.570	  0.552	 91.917
        188.632	  0.000	  0.005	  0.995	  0.545	  0.554	 91.330
        188.640	  0.000	 -0.005	  0.975	  0.520	  0.555	 90.743
        188.648	  0.000	  0.015	  1.010	  0.525	  0.555	 90.352
        188.656	  0.000	 -0.039	  0.951	  0.515	  0.554	 90.352
        188.664	  0.000	 -0.025	  0.926	  0.565	  0.550	 91.721
        188.672	  0.000	 -0.044	  0.914	  0.545	  0.546	 94.459
        188.680	  0.000	 -0.030	  0.889	  0.530	  0.543	 98.957
        188.688	  0.000	 -0.049	  0.884	  0.515	  0.539	104.433
        188.696	  0.000	 -0.044	  0.889	  0.545	  0.536	110.496
        188.704	  0.000	 -0.079	  0.884	  0.480	  0.532	115.971
        188.712	  0.000	 -0.025	  0.904	  0.550	  0.529	121.056
        188.720	  0.000	 -0.069	  0.850	  0.505	  0.526	125.163
        188.728	  0.000	 -0.091	  0.840	  0.490	  0.522	128.683
        188.736	  0.000	 -0.074	  0.869	  0.470	  0.518	131.617
        188.744	  0.000	 -0.091	  0.825	  0.485	  0.515	133.964
        188.752	  0.000	 -0.064	  0.855	  0.490	  0.512	135.919
        188.760	  0.000	 -0.069	  0.874	  0.445	  0.510	137.484
        188.768	  0.000	 -0.044	  0.845	  0.550	  0.509	138.853
        188.776	  0.000	 -0.059	  0.874	  0.510	  0.508	139.831
        188.784	  0.000	 -0.044	  0.860	  0.525	  0.508	140.613
        188.792	  0.000	 -0.039	  0.850	  0.540	  0.508	141.004
        188.800	  0.000	 -0.059	  0.865	  0.505	  0.508	141.395
        188.808	  0.000	 -0.015	  0.855	  0.515	  0.508	141.395
        188.816	  0.000	  0.049	  0.904	  0.535	  0.508	141.004
        188.824	  0.000	  0.079	  0.879	  0.530	  0.507	140.613
        188.832	  0.000	  0.079	  0.894	  0.590	  0.505	139.831
        188.840	  0.000	  0.069	  0.800	  0.565	  0.503	138.853
        188.848	  0.000	  0.079	  0.771	  0.590	  0.500	137.484
        188.856	  0.000	 -0.015	  0.781	  0.515	  0.499	135.724
        188.864	  0.000	 -0.049	  0.776	  0.495	  0.496	133.377
        188.872	  0.000	 -0.091	  0.800	  0.465	  0.494	130.443
        188.880	  0.000	 -0.074	  0.825	  0.510	  0.491	127.314
        188.888	  0.000	 -0.091	  0.835	  0.460	  0.488	123.990
        188.896	  0.000	 -0.069	  0.845	  0.520	  0.485	120.861
        188.904	  0.000	 -0.091	  0.810	  0.510	  0.482	118.123
        188.912	  0.000	 -0.069	  0.815	  0.505	  0.480	115.971
        188.920	  0.000	 -0.121	  0.761	  0.510	  0.478	114.016
        188.928	  0.000	 -0.135	  0.815	  0.470	  0.478	112.451
        188.936	  0.000	 -0.111	  0.961	  0.515	  0.479	111.278
        188.944	  0.000	  0.064	  1.049	  0.575	  0.481	110.496
        188.952	  0.000	  0.414	  0.315	  0.710	  0.486	109.909
        188.960	  0.000	  0.815	 -0.355	  0.786	  0.492	109.322
        188.968	  0.000	  0.869	 -0.441	  0.730	  0.498	108.735
        188.976	  0.000	  0.096	  0.310	  0.510	  0.502	108.540
        188.984	  0.000	 -0.131	  0.685	  0.430	  0.507	107.953
        188.992	  0.000	 -0.180	  0.855	  0.420	  0.511	107.366
        189.000	  0.000	 -0.160	  0.931	  0.440	  0.514	106.975
        189.008	  0.000	 -0.145	  0.926	  0.505	  0.518	106.193
        189.016	  0.000	 -0.135	  0.951	  0.520	  0.523	105.411
        189.024	  0.000	 -0.121	  0.926	  0.530	  0.527	104.628
        189.032	  0.000	 -0.145	  0.936	  0.500	  0.532	103.846
        189.040	  0.000	 -0.135	  0.931	  0.480	  0.537	102.868
        189.048	  0.000	 -0.106	  0.966	  0.490	  0.540	102.086
        189.056	  0.000	 -0.121	  0.931	  0.420	  0.542	101.108
        189.064	  0.000	 -0.074	  0.956	  0.490	  0.543	100.326
        189.072	  0.000	 -0.064	  0.951	  0.515	  0.545	 99.544
        189.080	  0.000	 -0.069	  0.961	  0.575	  0.546	 98.761
        189.088	  0.000	 -0.096	  0.970	  0.500	  0.547	 97.979
        189.096	  0.000	 -0.079	  0.995	  0.465	  0.548	 97.588
        189.104	  0.000	 -0.106	  0.970	  0.455	  0.549	 97.001
        189.112	  0.000	 -0.049	  1.025	  0.545	  0.550	 96.415
        189.120	  0.000	 -0.034	  1.005	  0.580	  0.550	 95.828
        189.128	  0.000	 -0.044	  1.054	  0.520	  0.549	 95.046
        189.136	  0.000	 -0.059	  1.039	  0.530	  0.549	 94.459
        189.144	  0.000	 -0.005	  1.084	  0.540	  0.549	 93.872
        189.152	  0.000	  0.010	  1.054	  0.565	  0.548	 93.677
        189.160	  0.000	 -0.039	  1.015	  0.580	  0.547	 94.068
        189.168	  0.000	 -0.025	  0.966	  0.545	  0.545	 95.828
        189.176	  0.000	 -0.030	  0.931	  0.505	  0.544	 99.348
        189.184	  0.000	 -0.096	  0.904	  0.450	  0.543	104.433
        189.192	  0.000	 -0.155	  0.860	  0.415	  0.542	110.496
        189.200	  0.000	 -0.116	  0.879	  0.500	  0.540	116.754
        189.208	  0.000	 -0.079	  0.879	  0.510	  0.539	122.816
        189.216	  0.000	 -0.054	  0.869	  0.495	  0.537	127.901
        189.224	  0.000	 -0.101	  0.855	  0.475	  0.535	132.008
        189.232	  0.000	 -0.126	  0.835	  0.440	  0.533	135.333
        189.240	  0.000	 -0.101	  0.855	  0.430	  0.531	138.070
        189.248	  0.000	 -0.069	  0.850	  0.520	  0.529	140.222
        189.256	  0.000	 -0.091	  0.840	  0.510	  0.527	141.982
        189.264	  0.000	 -0.059	  0.909	  0.550	  0.526	143.546
        189.272	  0.000	 -0.074	  0.874	  0.515	  0.525	144.524
        189.280	  0.000	 -0.069	  0.894	  0.495	  0.524	145.502
        189.288	  0.000	 -0.091	  0.874	  0.450	  0.524	146.089
        189.296	  0.000	 -0.025	  0.884	  0.550	  0.523	146.284
        189.304	  0.000	 -0.049	  0.865	  0.535	  0.522	146.284
        189.312	  0.000	 -0.015	  0.904	  0.575	  0.521	146.089
        189.320	  0.000	 -0.025	  0.926	  0.525	  0.519	145.698
        189.328	  0.000	  0.015	  0.879	  0.545	  0.516	144.915
        189.336	  0.000	  0.025	  0.835	  0.525	  0.514	144.133
